sports festival	event taking a couple of days, during which one or more sporting events are held.
traditional fishing boat	
religious concept	La virgencita de chapi es una patrona solamente en Peru es reconcida como la virgen Maria.
municipal arrondissement	territorial subdivision of some French communes.
high tide	instance of water rising to it's highest level.
supraorganization	organization whose members or stakeholders are organizations rather than individual.
secular hymn	hymn by Horace.
conceptual system	system composed of non-physical objects, i.e. ideas or concepts.
media studio facility	facility or building for making media like film, TV, music, or audio.
God	natural or supernatural god or goddess, divine being.
number	mathematical object used to count, label, and measure.
fictional architectural structure	architectural structure which only exists in a work of fiction.
transport line	regular operation of a particular path for a type of transportation.
space mission	organisation, execution and data analysis of a space flight.
physical law	scientific law of physics.
public transport network	network for public transport.
measure	generalization of length, area, volume and integral.
constellation	one of the 88 divisions of the celestial sphere, defined by the IAU, many of which derive from traditional asterisms.
rational number	number that can be expressed as the quotient of two integers.
natural region	region distinguished by its common natural features of geography, geology, and climate.
integrated circuit	electronic circuit manufactured by lithography; set of electronic circuits on one small flat piece of semiconductor material, normally silicon.
waterway	body of water with current within bed and stream banks.
costume accessory	item which is used to contribute to the wearer's outfit.
railway line	constructional unit in rail transport, the route or way of rail tracks between defined locations.
Form of Parvati	
manufacturing company	organization involved in the fabrication of products.
Workers' council	governing political and economic council of temporary and instantly revocable delegates elected in a region's workplaces.
minor planet	astronomical object in direct orbit around a star that is neither a planet nor a comet.
change	process, event or action that deviates from the present state.
mental disorder	behavioral or mental pattern that causes significant distress or impairment of personal functioning.
food additive	substances added to food to preserve flavor or enhance its taste, appearance, or other qualities.
recurring	temporal entity that recurs.
depression	all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activities..
Wikimedia template	type of page in the Wikimedia system. Use with P31 'instance of' for template pages.
natural resource	production resources.
mental state	psychological condition.
industrial region	geographical region with extremely dense industry.
treatment	attempted medical remediation of a health problem, usually following a diagnosis.
online publication	work manifested in Internet.
patriotic song	musical genre.
spaceflight	use of technology to achieve the flight of spacecraft into and through outer space, used in space exploration, and also in commercial activities like space tourism and satellite telecommunications.
chronology	science of arranging events in their order of occurrence in time.
inland sea	Japanese water body between Honshū, Shikoku, and Kyūshū.
Weather god	deity in mythology associated with weather phenomena such as thunder, lightning, rain and wind.
holiday	festive day set aside by custom or by law.
work of art	aesthetic physical item or artistic creation.
satellite	human-made object put into an orbit.
peer production system	production of goods and services that relies on self-organizing communities of individuals.
performing arts genre	genre of the performing arts (such as drama, drama with music, opera, ballet, etc.).
test  (assessment)	
official residence	residence at which a nation's head of state, head of government, governor or other senior figure officially resides.
network service	application running at the network application layer and above.
orchestra	large instrumental ensemble, a type of band.
townhouse	part of a series of adjacent urban dwellings sharing side walls. Also known as a townhouse or row house.
prescription drug	Medication legally requiring a medical prescription before it can be dispensed.
additive object	additively-composing abstract object.
prison	place in which people legally are physically confined and usually deprived of a range of personal freedoms.
granular material	conglomeration of discrete solid, macroscopic particles.
impact crater	circular depression on a celestial object formed by a hypervelocity impact of a smaller body.
alcohols	any organic compound in which the hydroxyl functional group (–OH) is bound to a saturated carbon atom.
machine gun	fully automatic mounted or portable firearm.
postgraduate degree	academic degree awarded after the undergraduate level.
group or class of chemical substances	set of chemical substances that share a common characteristic.
process management	ensemble of activities of planning and monitoring the performance of a business process.
low spot	
cableway	means of cable transport in which cabins, cars, gondolas or open chairs are hauled above the ground by means of one or more cables.
local election	election for a city council or other local government.
point	fundamental object of geometry: locus within which we can distinguish no other locus than itself.
non-alcoholic beverage	beverage containing no alcohol.
secondary school	organization where secondary education is provided.
subject	being who has a unique consciousness and/or unique personal experiences, or an entity that has a relationship with another entity that exists outside of itself.
diesel engine	Internal combustion engine with quality rotational frequency governing, internal mixture formation, lean air-fuel-ratio, diffusion flame and compression ignition.
magic object	object with magic in fiction and folklore.
place with town rights and privileges	place with town rights and privileges.
inference	act or process of deriving logical conclusions from premises known or assumed to be true.
primary legislation	law made by the legislative branch of government (as opposed to secondary legislation, which is usually made by the executive branch).
Jewish holiday	holiday celebrated in Judaism.
direction	information in geometry and in mechanics contained in the relative position of one point of space with respect to another reference point, without information about their relative distance.
review	evaluation.
cycle	pedal-driven two-wheel vehicle.
sled dog race	sport event.
theft	act of taking another's property without permission or consent.
phase of life	stage in the development of a living being.
attack	type of military operation.
tree	perennial woody plant.
planemo	planetary-mass object.
plot	spatially separated part of the earth's surface, which is recorded in the land register on a separate sheet of the Land Register.
Hilbert space	inner product space that is metrically complete; a Banach space whose norm induces an inner product (follows the parallelogram identity).
hydroelectric power station	facility generating electric power using hydroelectricity.
water reservoir	artificial lake for storing water; usually means an enlarged natural or artificial lake, storage pond or impoundment created using a dam or lock to store water.
people	common name of Homo sapiens, unique extant species of the genus Homo.
undersea landform	geomorphic features of the earth's surface that are located below the sea.
dance school	place for dance education and practicing.
ISO standard	standard that was developed by the International Organization for Standardization.
material anatomical entity	anatomical entity with mass.
incident	occurrence of a fact or object in space-time; instantiation of a property in an object.
railway	interconnected network of infrastructure and vehicles used for train rail transport.
meeting	meeting of a group of individuals and/or companies in a certain field.
nymph	minor female nature deity in Greek and Roman mythology.
material property	physical property of a material.
public reserve	area proclaimed to be a public reserve by government legislation.
symbols of Europe	
carotenoid	class of chemical compounds.
monoid object	monoid in certain category-theoretic category.
sports team	individual team that plays sports.
activity	event; actions that result in changes of state.
cinematography	art or science of motion picture photography.
civil law	branch of private law (outside criminal law) that regulates the patrimonial and personal relations between physical or moral persons.
tennis tournament	large competition of tennis.
reaction inhibitor	substance that decreases the rate of, or prevents, a chemical reaction.
thoroughfare	transportation route connecting one location to another.
industrial process	process of producing goods.
polyamide	macromolecule with repeating units linked by amide bonds.
Wikibase data model element	
incantation	spiritual practice, word formula.
round	type of ammunition packaging that includes a bullet or shot, a propellant substance, and a primer within a metallic, paper, or plastic case.
UCI 1.2	cycling race class defined by the International Cycling Union.
poisoning	pathological condition caused by exposure, ingestion, injection or inhalation of a toxic substance.
ideology	set of ideas that form one's aims, expectations and actions.
bird	class of tetrapods.
administrative territorial entity of Cuba	
tournament	competition involving a relatively large number of competitors.
municipal council	local government of a municipality.
administrative territorial entity of Ireland	
international competition	competition designed for participants from different countries.
ambassador of a country	
music venue	any location used for a concert or musical performance.
fusillade	simultaneous and continuous firing of a group of firearms on command.
quarter	geographically localised community within a larger city, town or suburb.
character	fictional human or non-human character in a narrative work of art.
competition	rivalry between organisms, animals, individuals, groups, etc., for mutually incompatible goals.
General anatomical term	
cutlery	kitchen utensil used for eating food.
landscape	visible features of an area of land.
miniseries	television show production which tells a single story in a limited number of episodes.
asset	economic resource, from which future economic benefits are expected.
drama	artwork intended for performance, formal type of literature.
civil aircraft	aircraft designed for non-military roles.
villain	evil character in a story.
social class	hierarchical social stratification.
streaming service	service that delivers on-demand content via the Internet.
football team	sports team that plays association football.
executive branch	part of government that has sole authority and responsibility for the daily administration of the state.
conspiracy	secret plan or agreement for an unlawful or harmful purpose, especially with political motivation.
political entity	territorial political body such as a state or local government.
biome	distinct biological communities that have formed in response to a shared physical climate.
religious text	type of creative work.
physical substance	substance composed of quantum particle(s)/field(s), such as matter and/or radiation; that of which objects/systems are composed; physical stuff that can be considered concrete (not strictly abstract).
transport infrastructure	fixed installations that allow vehicles to operate.
cable channel	television channel available via cable television.
branch of science	Primary divisions of science.
poetry collection	collection of poems published together. See also poetry anthology (Q19357149).
research	systematic study undertaken to increase knowledge.
social software	type of software.
regional center of Germany	
specialized database	article.
anime	animation produced in Japan.
flammable object	object that ignites.
convention	express agreement under international law entered into by actors in international law.
galaxy	astronomical structure.
administrative territorial entity of Prussia	overview about the administrative territorial entity of Prussia.
communal violence	violence between ethnic or other communal groups.
projection	representation of the surface of a sphere or ellipsoid onto a plane map.
class (set theory)	
religious community	Roman Catholic community of vowed members.
consulting company	firm of experts providing professional advice.
list of communities in Alberta	Wikimedia list article.
family of clouds	
Q15744491	
quinolone	any chemical compound having 2-quinolone or 4-quinolone skeleton in its structure.
Roman naming conventions	conventional form of personal names in Ancient Rome.
supreme court	highest court in the United States.
linguistic typology	study of linguistic types (Q72775801).
administrative territorial entity of Norway	
art prize	award in visual and/or applied art.
chemical actions and uses	group of pharmacologic activities, effects on living systems and the environment, and modes of employment of drugs and chemicals.
computer	general-purpose device for performing arithmetic or logical operations.
machine-readable dictionary	dictionary stored as machine (computer) data.
cyclic process	process that repeats itself.
fictional equine	equine only appearing in works of fiction.
nation at Games	participation of a nation at Games.
explosion	sudden release of energy through high temperatures and gas expansion.
broadcaster	organization responsible for production and transmission of radio and television programs.
felony	serious crime.
magical object in Harry Potter	objects having magical powers.
moving image	series of visual representations imparting an impression of motion when shown in succession.
performing arts building	performing arts building in Portland, Oregon.
public office	elected or appointed political position.
chlorobenzene	chemical compound.
toxin	poisonous chemicals, often proteins, produced by any organism.
SI unit	unit in the International System of Units.
vehicle model	specific vehicle design of which all instances are produced to identical specifications.
public holidays in the United States	Wikimedia list article.
finite set	set that has a finite number of elements.
human subject research	phase of clinical research in medicine.
Q61766772	
church music	music mainly written for performance in Christian service facilities.
festival	celebration that focuses upon a theme, and may run for hours to weeks; usually repeated regularily, eg. once a year.
intensive or extensive property	property (of a system or substance) that is intensive or is extensive.
derivation	in linguistics, the process of forming a new word on the basis of an existing one.
noble family	family part of the nobility of a region or country.
group of chemical compounds	set of several chemical compounds; such set have countable, usually small number of elements.
encyclopedia	type of reference work.
activist	person working with promoting or impeding, or causing social, political, economic, or environmental change.
principality	monarchical feudatory or a sovereign state, ruled or reigned over by a monarch with the title of prince.
protected area	location which receives protection because of its recognised natural, ecological or cultural landscape values.
visual arts technique	
paradigm	distinct concepts or thought patterns.
organism	any contiguous alive physical entity; entity or being that is living; an individual living thing, such as one animal, plant, fungus, or bacterium.
power of 10	integer power of the number ten.
sports venue	building, structure, or place dedicated to sports.
sports club	organization for the purpose of playing one or more sports.
learned society	organization that exists to promote an academic discipline or profession.
coin	piece of hard material produced in large quantities to facilitate trade.
school	institution designed to teach students under the direction of school teacher.
disease of anatomical entity	abnormal condition negatively affecting organisms.
onium ion	any cation formally derived by protonation of a parent hydride of a p-block element.
publisher	organisation that prints and distributes pressed goods or electronic media.
inland island	island in a river or lake.
social relation	relationship between two people or groups in which their thinking, acting or feeling is related mutually.
powered aircraft	aircraft requiring onboard propulsion to maintain flight.
ward	subdivision of a local government unit, used for electoral purposes.
patronymic surname	surname based on the father's given name.
generalized function	generalizations of mathematical functions, elements of a space that extends a function space.
creative work	distinct artistic creation such as artwork, literature, music, and paintings.
artificial satellite	human-made object put into an orbit.
K	SI unit of temperature.
Equidae	family of mammals.
administrative territorial entity of Moscow	
process	series of events which occur over an extended period of time.
radionuclide	atom that has excess nuclear energy, making it unstable.
Local government in the Republic of Ireland	government body in Ireland.
statistical system	network of one or more statistical services producing official data; for the official statistical system of a single country use Q55456485 (national statistical system).
polar solvent	scientific article published on 8 December 2015.
pregnancy category	assessment given to a medication based on the potential danger to a fetus.
writing	representation of language in a textual medium; tool developed by human society.
arch bridge	bridge type characterized by its supporting arches.
semigroup	algebraic structure with an associative binary operation.
military operation	coordinated military actions of a state or a non-state actor in response to a developing situation.
regional organization	international organizations that act within a specific region.
communication medium	storage and delivering agent of information or data.
non-metropolitan county	county-level entity in England that is not a metropolitan county.
communication system	type of system.
enterprise	organization involved in commercial, industrial, or professional activity.
municipal formation in Russia	administrative territorial entity.
relief sculpture	sculpture created with relief technique.
fusor	an apparatus to create nuclear fusion.
multicellular anatomical structure	
free software license	license by which a software package can be defined as free software.
peripheral nerve	scientific article published on 01 August 2019.
precept	227 Monks precepts.
uyezd	designation for an administrative territorial entity.
vocal music	genre of music performed by one or more singers.
automotive design	process of developing the appearance of motor vehicles, including automobiles, motorcycles, trucks, buses, coaches, and vans.
ship	large buoyant watercraft.
boolean	basic computing representation of truth and falsehood.
film production company	organization that produces films.
protestant cathedral	church that is the seat of a bishop of any of the Protestant churches.
terrorism tactic	
workroom	dedicated room used for work.
hydraulic machinery	machinery and tools that use liquid fluid power to do simple work.
notation	system of symbols to represent facts or quantities.
anniversary	day on which one or more years ago someone appeared in the world.
science museum	museum devoted primarily to science.
districts and some cities of Germany	
dish	flat vessel on which food can be served.
disposition	tendency to act in a specified way.
professorship	position held by a university professor.
video game character	character found in computer and video game.
single-sex school	school that accepts boys or girls exclusively.
city with millions of inhabitants	city with a population of more than 1,000,000.
class	taxonomic rank.
income class	classification grade of a Philippine local government unit based on income.
plant structure	for plants, trees.
type of manufactured good	first-order metaclass.
sources of law	origin of rules regulating human conduct.
end	termination of something.
social status	position within social structure.
specialized dictionary	dictionary that covers terms from a selected subject domain.
resort	self-contained commercial establishment which attempts to provide for most of a vacationer's wants.
political territorial entity	a region accepted to be in the jurisdiction of a particular government entity.
athlete	person who participates regularly in a sport.
French central public administration	type of organization in France.
palace	grand residence, especially a royal residence or the home of a head of state.
nuclear weapon	explosive device that derives its destructive force from nuclear reactions.
administrative territorial entity of a single country	class of all the administrative division types used by a given country administration.
abandoned entity	
scandal	widely publicized damaging allegations triggering the outrage of public opinion.
virtual community	social network of individuals who interact through specific social media.
administrative territorial entity of Ecuador	
culture of an area	distinct human activities and values that take place in, or originate from, a geographic location.
personal data	any piece of information allowing to identify a person.
hazard	situation that poses a potential threat to life, health, property, or environment.
quality control method	method used for improving or implementing quality control.
point of interest	something, such as a geographic feature or building, that is easily recognizable and/or well known.
administrative territorial entity of the United Arab Emirates	
government	social science concerned with the study of politics and political systems.
municipality of Japan	municipalities in Japan in four types.
human who may be fictional	human who may be real or may be based on a real human but who some say is fictional.
assertion method	means by which a statement is made about an entity.
medical facility	any location at which medicine is practiced regularly.
mobile software	scientific article published on 14 April 2012.
hydrocarbon	organic compound consisting entirely of hydrogen and carbon.
public research institution	organisation having scholarly research as one of its main purposes, like research universities.
race track	facility built for racing of animals, vehicles, or athletes.
hill chain	elongated line of hills.
proposition	statement of what is believed.
railway halt	railway facility where passengers can hop on and off.
arts educational institution	educational institution of any level teaching any of the arts.
chemical component	type.
rebellion	open resistance against the orders of an established authority that seeks to gain concessions from an oppressive power.
carboxylate ester	ester derived from any carboxylic acid.
physical quantity	quantitative characterization of an aspect of a physical entity, phenomenon, event, process, transformation, relation, system, or substance.
station located underground	type of station.
low pressure area	Region of the atmosphere in which atmospheric pressure is lower than that of surrounding regions.
scalar	one-dimensional physical quantity.
procedure	sequence of instructions that can be called from other points in a computer program.
Q1399486	
car-free place	place where cars are not allowed.
goods	tangible and intangible thing, except labor tied services, that satisfies human wants and provides utility.
ensemble	group of people who perform instrumental and/or vocal music, with the ensemble typically known by a distinct name.
prime number	positive integer with exactly two divisors, 1 and itself.
administrative territorial entity of Colombia	
find spot	place or site were a (historical, paleontological, etc.) finding took place.
externality	impact on any party not involved in a given economic transaction or act.
autonomous administrative territorial entity	region with some freedom from its central government.
vegetarian restaurant	establishment where only vegetarian food is served.
disputed territory	territory, which status is controversial between two or more existing states.
natural satellite	celestial body that orbits a planet or other smaller body in turn directly orbiting a star.
education	learning in which knowledge and skills are transferred through teaching.
mass media	media technologies that are intended to reach a large audience by mass communication.
road	way on land between two places.
population group	demographic classification of people.
city of Japan	administrative division of Japan.
Q26869183	
carboxylic acid	oxoacid having the structure RC(=O)OH, used as a suffix in systematic name formation to denote the –C(=O)OH group including its carbon atom.
signal tower	building near a railway track that contains the controls to operate signals and points and other equipment used to regulate the movement of trains.
multiple barrel firearm	class of firearm with more than one barrel.
order	taxonomic rank.
file system	concrete format or program for storing files and directories on a data storage device.
local government	lowest tier of administration within a given state.
republic	form of government where the head of state is elected.
court decision	dispute between opposing parties resolved by a court.
circuit	interconnection of electrical components or a model of such an interconnection, consisting of electrical elements.
rail guided transport	track-bound transport.
canal	man-made channel for water.
administrative territorial entity of Michigan	human settlement in United States of America.
sports season of a sports club	activity of a sports club during the portion of one year in which regulated games of a sport are played as part of a league or other multi match tournament.
mythological horse	class of mythical animals.
Fréchet space	locally convex space that is complete with respect to a translation-invariant metric.
first-level NUTS of the European Union	
folklore	consists of legends, music, oral history, proverbs, jokes, popular beliefs, fairy tales, etc..
social issue	problem that influences a considerable number of individuals within a society.
competitive examination	examination where candidates are ranked according to their grades. If the examination is open for n positions, then the first n candidates in ranks pass, the others are rejected.
interactive media	media requiring interaction from the user to be understood, executed, or experienced.
administrative territorial entity of British India	
natural disaster	major adverse event resulting from natural processes of the Earth, which may cause loss of life or property.
administrative territorial entity of Belgium	
watercraft	vehicles that are intended for locomotion on or in the water.
campaign	large scale, long duration, significant military strategy plan.
Segment of venous tree organ	
international incident	relatively small or limited action or clash that results in a wider dispute between two or more nation-states.
work	particular form of activity, sold by many people to sustain themselves.
ceramic	inorganic, nonmetallic solid prepared by the action of heat.
protest	collective action by people in favor of a cause.
facial feature	scientific article.
entertainment	activity that holds the attention and interest of an audience, or gives pleasure and delight.
academic library	library of an academic institute.
garden	planned space set aside for the display, cultivation, and enjoyment of plants.
emission nebula	cloud of ionized gas emitting light of various colors.
shape	form of an object or its external boundary.
administrative territorial entity of South Africa	
dimensionless quantity	quantity without an associated physical dimension.
coin object	artificial physical object from metal which composition comprises coins, medals or parts similar to coins or medals.
industrial building	type of building.
tank locomotive	steam locomotive which carries its fuel and water onboard.
amt	designation for an administrative territorial entity.
term	word or phrase from a specialized area of knowledge.
atomic nucleus	core of the atom; composed of bound nucleons (protons and neutrons).
violent crime	crime in which an offender uses or threatens force upon a victim.
lieutenancy area	separate areas of the United Kingdom appointed a lord-lieutenant.
school massacre	occurrence in which gun violence takes place at an educational institution.
glycoprotein	protein with oligosaccaride modifications.
dictionary	collection of words and their meanings.
event venue	building suitable for hosting events.
mosque	place of worship for followers of Islam.
type of organisation	form of social organisation defined by the structure of the relationship between its members, or between other organizations.
horse	domesticated (work) animal.
metal hydroxide	any hydroxide having at least one metal cation.
command	directive to a computer program.
group of paintings	by the same artist and /or same artistic theme, icon class.
scholarly publication	scientific publications that report original empirical and theoretical work in the sciences.
heterodetic cyclic peptide	peptide consisting only of amino-acid residues, but in which the linkages forming the ring are not solely peptide bonds; one or more is an isopeptide, disulfide, ester, or other bond.
établissement public de coopération intercommunale	type of administrative structure in France.
calendar date	particular day represented within a calendar system.
process material	material that forms its final material properties only during the manufacturing.
aerial lift	means of cable transport in which cabins, cars, gondolas or open chairs are hauled above the ground by means of one or more cables.
music	art form, and cultural activity, whose medium is sound.
Landscape	visible features of an area of land.
locally compact space	topological space such that every point has a neighbourhood with compact closure.
narrative	account that presents connected events.
legal status	status in law.
operation	directive to a computer program.
territory	area of land under the jurisdiction.
body armor	protective clothing; armor worn on the body.
first-level administrative country subdivision	administrative division directly subordinate to or under administration of a national government.
acetylene	chemical compound.
program compilation	
political studies	social science concerned with the study of politics and political systems.
electric vehicle	vehicle propelled by one or more electric motors.
mythical hybrid	mythological creature combining body parts of more than one real species.
genre	category that identifies pieces of music as belonging to a shared tradition or set of conventions.
planet	celestial body directly orbiting a star or stellar remnant.
sport	forms of competitive activity, usually physical.
fictional creature	organism not more specified in a work of fiction.
global health emergency	public health emergency affecting multiple regions on the planet.
coalition	alliance for combined action.
football club	sports club devoted to association football (soccer).
administrative territorial entity of Romania	
history of the world	recorded history of humanity.
megaproject	extremely large-scale investment project.
audio software	
girder bridge	bridge built of girders placed on bridge abutments and foundation piers.
given name	word or term used for identification; see also proper noun (Q147276) and personal name (Q1071027).
folk tale	traditional story of heroic humans.
infrastructure	fundamental facilities and systems serving a country, city, or other areas.
cellular anatomical entity	gene ontology term.
form of government	organisational model of government.
blockade	effort to cut off supplies from a particular area by force.
farm	area of land for farming, or, for aquaculture, lake, river or sea, including various structures.
airship	powered lighter-than-air aircraft.
isotope	nuclides having the same atomic number but different mass numbers.
release	publication of a musical artist's creative output.
canonization	act by which Churches declare that a person who has died was a saint.
consonant	speech sound that is articulated with complete or partial closure of the vocal tract.
arch	structure that spans a space and supports a load.
product certification	certification that a certain product has passed performance tests and quality assurance tests, and meets qualification criteria.
service	transaction in which possession of no physical goods are transferred from the seller to the buyer.
vessel class	type of class.
batter	mixture used to prepare food.
civil parish	territorial designation and lowest tier of local government in England, UK.
sodium compound	any chemical compound having at least one sodium atom.
marketing tool	scientific article published on 01 September 1985.
location of burial	place of burial.
substellar object	astronomical object whose mass is smaller than the smallest mass at which a star can sustain hydrogen fusion.
biological sequence	one-dimensional ordering of monomers, covalently linked within a biopolymer.
exchange	highly organized trading market.
myth of origins	myth that purports to describe the origin of some feature of the natural or social world.
club	association of people united by a common interest or goal.
administrative territorial entity of Serbia	
arrangement	musical composition in altered form.
Formula One race	
fictional country	country that exists only in fiction and not in reality.
legal form	type of legal entity within certain legal system.
salt	sodium chloride (NaCl) used as a food ingredient and nutrient.
edged and bladed weapon	Bladed and edged weapons are types of melee weapons used throughout history for combat, hunting, and ceremonies..
archaeological culture	recurring assemblage of artifacts from a specific time and place that may constitute the material culture remains of a particular past human society.
Crown land	territory belonging to a monarch.
superhuman quality	quality that exceeds those found in humans.
online resource	scientific article.
atrocity crime	any of the three legally defined international crimes of genocide, war crimes, and crimes against humanity.
civic building	chief administrative building of a municipality.
memorial	area or object which serves as a focus for memory of something.
ordinary matter	matter composed of protons, neutrons, and/or electrons.
krai	type of an administrative division in the Russian Empire, Russian SFSR, and modern Russia.
noun class	particular classes of nouns, in linguistics.
Wikimedia article page	article in the main space of a Wikimedia site.
catchphrase	phrase or expression recognized by its repeated utterance.
dictionary of a specific language	language version of dictionary.
economic problem	fundamental problem of economics, satisfying unlimited wants with limited resources.
Q1088986	
document repository	digital archive of documents; database of digital research outputs.
epic poem	lengthy narrative poem, ordinarily detailing heroic deeds.
exhibition hall	location for exhibitions.
all-seater stadium	stadium in which every spectator has a seat.
surface water body	an inland water body, except groundwater; transitional waters and coastal water bodies, except in respect of chemical status for which it shall also include territorial waters..
revelation	revealing or disclosure of information or religious truth.
architectural structure	human-made designed structure.
Fibonacci number	integer in the infinite Fibonacci sequence.
former entity	entity that no longer operates or is terminated.
monotheistic religion	belief in one god.
act of parliament	statute passed by a parliament.
economic sector	conceptual grouping of economic activities.
chemical entity	type of material entity.
manifold	topological space that at each point resembles Euclidean space (unspecified type).
unit of time	measurement unit for time.
military decoration	award, usually a medal of some sort, mark of honor.
territory of Australia	Australian administrative territorial subdivision.
commercial building	buildings associated with any aspect of the various activities and business relationships of industry and trade.
biopharmaceutical	type of pharmaceutical drug product.
domesticated mammal	
canonization status	stage in the process of attaining sainthood.
nutrient	chemical that an organism needs to live and grow.
toy	thing to be played with.
analytic manifold	
fluvial landform	article published in 2013.
manga	comics created in Japan.
spacecraft	manned vehicle or unmanned machine designed to fly in outer space.
aromatic plant	scientific article published on 26 July 2009.
tool	physical item that can be used to achieve a goal.
territorial entity	entity that covers a part of the Earth's surface with specified borders.
software engine	central part of a computer program.
statistical territorial entity	areas designated as significant due to high population density, economic activity, or other reasons.
studio album	album of audio recordings made up of tracks recorded in a recording studio.
organ component gland	
scientific instrument	equipment specifically designed to facilitate the acquisition of scientific data.
monoanion	univalent negative ion.
legislative election	election in which all or most members of a legislative body are chosen.
Christian school	school run on Christian principles or by a Christian organization.
fiefdom	system of economic and politic governance for the land concessed by a lord to a vassal during the Middle Age in Europe.
voluntary association	group of people with shared interests or aims.
software component	software package, web service, web resource, or module that encapsulates a set of related functions.
asteroid classification	scientific classification of a class of objects.
method	sum of techniques, skills, methods, and processes used in the production of goods or services or in the accomplishment of objectives, such as scientific investigation.
administrative territorial entity of Italy	
former statistical territorial entity	statistical division which is no longer in use.
Mac OS	operating system for Apple computers, launched in 2001 as Mac OS X.
astronomical object	physical body of astronomically-significant size,  mass, or role, naturally occurring in a universe.
landing	transition from being in flight to being on a surface.
active galactic nucleus	compact region at the center of a galaxy that has a much higher than normal luminosity over at least some portion – and possibly all – of the electromagnetic spectrum.
mountain range	geographic area containing numerous geologically related mountains.
cultural heritage	physical artifact or intangible attribute of a society inherited from past generations.
unary function	function that takes one argument. In computer science, a unary operator is a subset of unary function.
administrative territorial entity of India	Subnational administrative units of India.
types of towns and cities in Russia	classification of towns and cities by their level of jurisdiction.
pure substance	chemical substance composed of atoms or molecules of only one chemical element or chemical compound.
heparin	medication which is used as an anticoagulant (blood thinner).
chess title	title awarded by a chess governing body and bestowed upon outstanding performances.
spatial arrangement	arrangement of a phenomenon across the Earth's surface.
administrative territorial entity of Turkey	The Provinces and districts of The Republic of Turkey..
academic title	hierarchical rank found amongst scholars in academia; title denoting the rank of a faculty member in a college or university.
autonomous administrative territorial entity of China	
catalogue	work comprising an ordered list of items.
administrative quarter	subdivision of a (simple) commune in France, or of one of its municipal arrondissements, or (in merged communes) of one of its "associated" or "delegated" communes.
administrative territorial entity of the Roman Empire	
department	subdivision of a region of France.
Territory of the United States	political division that is directly overseen by the United States federal government.
technical standard	established norm or requirement to facilitate consistency.
coherent SI unit	product of powers of SI base units.
costumed character	classification of costume, generally all-concealing, which encompasses most mascot costumes.
kinship	human relationship term; web of social relationships that form an important part of the lives of most humans in most societies; form of social connection.
nebula	interstellar cloud of dust, hydrogen, helium and other ionized gases.
magician in fantasy	magicians appearing in fantasy fiction.
gift	object given without the expectation of payment.
giant planet	planet much larger than the Earth.
metropolitan or non-metropolitan county of England	Subdivisions of England.
bactericide	A substance that kills or slows the growth of bacteria..
ingredient	basic material from.
social system	patterned series of interrelationships existing between individuals, groups, and institutions.
abstract object	object with no physical referents.
city	large permanent human settlement.
fictional horse	horse only appearing in works of fiction.
ionic compound	chemical compound involving ionic bonding.
dimensionless number	Subclass of a parameter.
animated character	fictional character who appears in animated films, television, and other animated works.
sculpture	branch of the visual arts that operates in three dimensions.
church building	building constructed for Christian worship.
military operation plan	formal plan for military armed forces.
ion	atom or molecule in which the total number of electrons is not equal to the total number of protons, giving the atom a net positive or negative electrical charge.
theory	contemplative and rational type of abstract or generalizing thinking, or the results of such thinking.
overseas territory	former top-level subdivision of France applied to certain overseas entities.
high-voltage direct current power line	electric power transmission system.
seat of local government	refers to the chief public administration buildings of a city, generally housing the mayor's office and legislative chambers.
administrative territorial entity of North Dakota	
positive integer	integer greater than zero; natural number explicitly excluding zero.
non-positive integer	
girl group	popular music act featuring several young female singers.
manned spacecraft	spacecraft designed to carry humans.
municipality of Norway	type of administrative division in Norway.
use	use of a resource to perform a task.
computer network	network that allows computers to share resources and communicate with each other.
obec	municipality in Slovakia.
Cell component	component of a cell.
base material	substance that can occur in different amounts, all with some similar [mixture of some] characteristics, and of which objects can be made up.
cube	three-dimensional solid object bounded by six square sides.
rail infrastructure	immovable parts of rail transport.
estimate	in project management, rough calculation or informed guess.
cannon	class of artillery which fires at a low or flat trajectory.
laboratory procedure	medical procedure.
German state agency	government agency of a German state.
boundary	legal boundary between two geographic regions.
Q87712833	type of organization in France.
person	common name of Homo sapiens, unique extant species of the genus Homo.
gamma-ray source	scientific article published in January 2011.
court	judicial institution with the authority to resolve legal disputes.
cadastral municipality	a Central European type of municipality.
sources of international law	the materials and processes out of which the rules and principles regulating the international community are developed.
middleware	computer software that provides services to software applications.
musical group	musical ensemble which performs music.
poetics	theory of poetry.
local municipality of Quebec	administrative division of the province of Quebec, Canada.
county	association football club in Derby, England.
territorial change	acquisition or loss of territory by a state.
meme	concept that spreads from person to person via the Internet.
duplicate entry	duplicate database entry (see Q17362920 Wikimedia duplicated page).
epidemic	rapid spread of infectious disease to a large number of people in a given population within a short period of time.
angel	supernatural being or spirit in certain religions and mythologies.
independent city	United States county-equivalent subdivision.
